,Unnamed: 0,name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,Best overall,Best position,Growth,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Pied droit
2192,275617,"Wang Junqiang, Wang Junqiang王俊镪",21,50,58,2025,275658,174,64,,LB,,100000,7000,,,42.0,28.0,44.0,26.0,29.0,,46.0,30.0,32.0,28.0,36.0,,55.0,60.0,62.0,50.0,77.0,,23.0,31.0,62.0,38.0,22.0,,52.0,48.0,38.0,39.0,36.0,32.0,,44.0,49.0,56.0,,14.0,11.0,6.0,12.0,8.0,,,,,,,,,0
2193,275625,"Zhang Tao, Zhang Tao张涛",20,50,60,2024,275666,175,68,,RM,,100000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2194,275629,"Jin Haoxiang, Jin Haoxiang金浩翔",25,48,54,2029,275670,184,73,,CB,,70000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2195,275648,"J. Acosta, Jaime Luis Acosta Almeida",22,60,69,2024,275689,191,78,,GK,,475000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2196,275650,"I. Olawoyin, Ibrahim Olawoyin Olasunkanmi",26,67,68,2026,275691,178,72,,RM,,1200000,17000,,,60.0,67.0,43.0,64.0,52.0,,74.0,62.0,42.0,56.0,67.0,,81.0,82.0,80.0,66.0,67.0,,60.0,65.0,73.0,66.0,54.0,,48.0,40.0,64.0,62.0,58.0,58.0,,37.0,46.0,43.0,,12.0,15.0,12.0,6.0,8.0,,,,,,,,,1
2197,275653,"A. Yaşar, Seyfettin Anıl Yaşar",22,63,71,2025,275694,192,79,,CB,,1000000,13000,,,28.0,15.0,64.0,67.0,27.0,,21.0,27.0,25.0,62.0,58.0,,58.0,61.0,44.0,54.0,46.0,,34.0,67.0,68.0,66.0,18.0,,71.0,59.0,31.0,29.0,32.0,52.0,,61.0,64.0,61.0,,13.0,5.0,7.0,12.0,7.0,,,,,,,,,0
2198,275658,"O. Amby, Oliver Amby",19,57,71,2027,275699,179,70,,CDM,,375000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2199,275661,"D. Oroian, Darius Adrian Oroian",20,62,71,2026,275702,178,68,,RB,,825000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2200,275662,"T. Lauritsen, Tobias Lauritsen",20,64,78,2025,275703,172,66,,CAM,,1200000,6000,,,60.0,54.0,49.0,67.0,57.0,,69.0,57.0,56.0,66.0,68.0,,74.0,70.0,71.0,64.0,70.0,,63.0,61.0,62.0,57.0,58.0,,75.0,55.0,61.0,62.0,51.0,61.0,,57.0,58.0,59.0,,7.0,9.0,10.0,7.0,10.0,,,,,,,,,1
2201,275668,"J. Kury, Johan Marvin Kury",22,55,58,2025,275709,178,76,,CAM,,200000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2202,275673,"E. Maurin, Evans Fabrice Maurin",23,59,66,2029,275714,179,77,,CF,,450000,9000,,,49.0,63.0,52.0,62.0,36.0,,65.0,33.0,42.0,51.0,61.0,,69.0,69.0,68.0,50.0,65.0,,59.0,60.0,60.0,58.0,61.0,,42.0,17.0,53.0,48.0,58.0,50.0,,12.0,17.0,16.0,,6.0,13.0,12.0,6.0,13.0,,,,,,,,,1
2203,275697,"S. Seitz, Sean-Andreas Seitz",22,64,70,2025,275738,177,72,,LM,,950000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2204,275698,"O. El Sawy, Omar Sayed Mohamed Mahmoud El Sawy",20,64,74,2025,275739,181,74,,RM,,1300000,7000,,,58.0,59.0,50.0,60.0,48.0,,67.0,65.0,60.0,57.0,67.0,,80.0,80.0,80.0,58.0,74.0,,67.0,54.0,65.0,40.0,55.0,,41.0,26.0,50.0,60.0,56.0,64.0,,30.0,38.0,32.0,,6.0,9.0,14.0,13.0,8.0,,,,,,,,,1
2205,275701,"F. Carlsen, Fredrik Carlsen",22,65,74,2027,275742,193,80,,RM,,1600000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2206,275702,"M. Nielsen, Marc Langskov Nielsen",23,63,70,2028,275743,175,69,,LB,,925000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2207,275722,"K. Spence, Kian Spence",23,64,68,2025,275763,178,75,,CM,,825000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2208,275724,"Alba Pérez, Alba Pérez Manrique",24,70,76,2025,275765,170,62,,RB,,15000,700,,,70.0,38.0,55.0,70.0,34.0,,58.0,50.0,40.0,66.0,69.0,,70.0,65.0,58.0,65.0,61.0,,55.0,64.0,65.0,58.0,40.0,,44.0,74.0,41.0,63.0,50.0,61.0,,70.0,70.0,64.0,,9.0,6.0,6.0,9.0,12.0,,,,,,,,,1
2209,275726,"Cristina Moreno, Cristina Moreno Castellano",30,64,64,2028,275767,167,58,,CB,,475000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2210,275727,"Cristina Postigo, Cristina Postigo Martín",26,74,77,2025,275768,168,70,,CB,,25000,900,,,65.0,34.0,72.0,76.0,31.0,,58.0,45.0,42.0,70.0,74.0,,69.0,67.0,66.0,70.0,62.0,,49.0,73.0,69.0,67.0,33.0,,69.0,71.0,47.0,60.0,51.0,71.0,,74.0,74.0,71.0,,8.0,7.0,14.0,6.0,8.0,,,,,,,,,1
2211,275729,"Marta Carrasco, Marta Carrasco García",29,69,69,2025,275770,173,67,,CB,,10000,800,,,31.0,34.0,65.0,72.0,33.0,,40.0,41.0,45.0,61.0,60.0,,68.0,57.0,44.0,62.0,60.0,,46.0,75.0,69.0,75.0,34.0,,70.0,70.0,37.0,34.0,44.0,71.0,,70.0,71.0,65.0,,8.0,5.0,6.0,5.0,10.0,,,,,,,,,1
2212,275733,"Alicia Redondo, Alicia Redondo González",22,71,81,2026,275774,168,58,,CM,,35000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2213,275734,"P. González, Cinthia Pamela Gonzalez Medina",28,74,74,2025,275775,167,56,,CDM,,20000,1000,,,34.0,50.0,80.0,78.0,52.0,,10.0,42.0,37.0,73.0,76.0,,62.0,63.0,64.0,74.0,63.0,,66.0,77.0,55.0,66.0,55.0,,66.0,78.0,69.0,64.0,51.0,70.0,,64.0,79.0,72.0,,14.0,10.0,5.0,13.0,15.0,,,,,,,,,1
2214,275741,"Ángeles, Ángeles Del Álamo Sánchez",26,66,69,2025,275782,170,63,,CF,,15000,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2215,275742,"Kialonda Gaspar, Esmevânio Kialonda Gaspar",26,72,74,2027,275783,193,88,,CB,,2600000,11000,,,32.0,25.0,70.0,53.0,30.0,,54.0,29.0,29.0,44.0,58.0,,63.0,64.0,41.0,67.0,37.0,,48.0,82.0,69.0,90.0,20.0,,75.0,65.0,27.0,30.0,47.0,62.0,,75.0,75.0,73.0,,8.0,8.0,13.0,8.0,11.0,,,,,,,,,1
2216,275814,"I. Ailenei, Ionuț Ailenei",23,62,69,2026,275855,185,81,,GK,,775000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2217,275815,"N. Bakker, Nordin Bakker",26,67,70,2025,275856,196,85,,GK,,1000000,4000,,,12.0,9.0,12.0,32.0,7.0,,9.0,15.0,13.0,26.0,19.0,,40.0,32.0,38.0,65.0,32.0,,47.0,51.0,37.0,49.0,5.0,,25.0,13.0,8.0,46.0,16.0,40.0,,12.0,10.0,13.0,,66.0,66.0,63.0,68.0,66.0,,,,,,,,,1
2218,275816,"J. Jacobs, Joey Jacobs",24,65,72,2025,275857,185,79,,CB,,1300000,6000,,,40.0,29.0,65.0,58.0,32.0,,33.0,29.0,32.0,49.0,45.0,,52.0,55.0,50.0,64.0,62.0,,46.0,69.0,75.0,72.0,27.0,,66.0,66.0,28.0,29.0,49.0,58.0,,67.0,65.0,64.0,,9.0,9.0,15.0,9.0,11.0,,,,,,,,,1
2219,275827,"J. Puriël, Jeffry Germain Puriel",21,60,69,2026,275868,180,74,,CF,,550000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2220,275841,"R. Gallo, Rodrigo Leonel Gallo",23,61,67,2026,275882,178,78,,LM,,475000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2221,275850,"M. Fulton, Mairead Fulton",29,68,68,2025,275891,170,60,,CM,,15000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2222,275865,"A. Fujino, Aoba Fujino",20,74,84,2027,275906,162,56,,RM,,70000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2223,275880,"M. Lamby, Max Lamby",21,63,73,2025,275921,174,70,,LB,,1000000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2224,275882,"K. Seike, Kiko Seike",27,75,75,2029,275923,166,62,,RW,,40000,2000,,,73.0,79.0,77.0,76.0,77.0,,74.0,69.0,60.0,69.0,76.0,,76.0,77.0,79.0,69.0,79.0,,62.0,83.0,67.0,65.0,64.0,,56.0,52.0,77.0,68.0,70.0,62.0,,58.0,58.0,50.0,,15.0,8.0,6.0,14.0,15.0,,,,,,,,,1
2225,275890,"K. Talbert, Katelin Talbert",25,68,73,2025,275931,181,69,,GK,,15000,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2226,275891,"Pauleta, Paula Domínguez Encinas",26,74,76,2027,275932,171,61,,CM,,35000,3000,,,68.0,67.0,68.0,79.0,58.0,,76.0,71.0,57.0,75.0,76.0,,64.0,70.0,62.0,71.0,59.0,,82.0,70.0,77.0,63.0,78.0,,65.0,75.0,73.0,77.0,65.0,72.0,,69.0,72.0,69.0,,12.0,10.0,6.0,14.0,9.0,,,,,,,,,1
2227,275897,"A. Gasper, Anna Gasper",27,73,73,2025,275938,172,63,,RM,,25000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2228,275899,"T. Enblom, Tove Enblom",29,74,74,Unknown,275940,178,69,,GK,,0,0,,,14.0,8.0,10.0,24.0,7.0,,19.0,16.0,21.0,26.0,21.0,,35.0,32.0,40.0,75.0,29.0,,51.0,61.0,20.0,70.0,8.0,,21.0,14.0,8.0,22.0,26.0,57.0,,13.0,15.0,15.0,,76.0,68.0,68.0,73.0,75.0,,,,,,,,,1
2229,275909,"K. Stępień, Konrad Stępień",31,62,62,2026,275950,185,80,,CB,,275000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2230,275911,"R. Yakuba, Roman YakubaЯкуба Роман Юрійович",23,64,71,2026,275952,191,85,,CB,,1100000,3000,,,23.0,21.0,64.0,55.0,27.0,,39.0,29.0,31.0,40.0,50.0,,56.0,60.0,46.0,54.0,44.0,,37.0,76.0,79.0,84.0,20.0,,68.0,60.0,30.0,33.0,36.0,52.0,,61.0,63.0,62.0,,11.0,9.0,5.0,12.0,11.0,,,,,,,,,0
2231,275917,"R. Kidrič, Rok Kidrič",29,54,54,2025,275958,194,86,,CF,,140000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2232,275921,"R. van der Veen, Roos Janine van der Veen",22,70,77,2025,275962,181,64,,RB,,20000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2233,275922,"M. Keijzer, Milicia Keijzer",21,69,77,2025,275963,164,55,,CB,,20000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2234,275923,"R. van Gool, Rosa van Gool",20,71,78,2025,275964,162,56,,CAM,,35000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2235,275924,"C. Reilly, Charlie Reilly",22,60,69,2025,275965,181,77,,CAM,,550000,5000,,,50.0,64.0,44.0,54.0,51.0,,59.0,61.0,45.0,46.0,61.0,,84.0,77.0,74.0,52.0,79.0,,64.0,61.0,48.0,57.0,58.0,,41.0,34.0,60.0,60.0,66.0,62.0,,27.0,31.0,23.0,,9.0,5.0,12.0,13.0,6.0,,,,,,,,,1
2236,275926,"I. Hoekstra, Isabelle Hoekstra",20,67,72,2025,275967,168,61,,CF,,20000,650,,,27.0,63.0,67.0,69.0,48.0,,63.0,28.0,35.0,45.0,71.0,,70.0,66.0,66.0,72.0,64.0,,68.0,71.0,70.0,69.0,60.0,,55.0,31.0,75.0,66.0,57.0,61.0,,29.0,59.0,36.0,,9.0,14.0,6.0,9.0,9.0,,,,,,,,,1
2237,275966,"P. Katseris, Panos KatserisΠάνος Κατσέρης",22,69,76,2028,276007,175,70,,RM,,2800000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2238,275981,"A. Boutrah, Amine Boutrah",23,68,74,2028,276022,171,60,,RM,,1900000,5000,,,58.0,62.0,49.0,66.0,61.0,,70.0,67.0,55.0,64.0,67.0,,84.0,90.0,78.0,63.0,82.0,,69.0,75.0,66.0,58.0,58.0,,61.0,16.0,62.0,57.0,54.0,56.0,,44.0,19.0,17.0,,6.0,11.0,7.0,8.0,8.0,,,,,,,,,1
2239,276018,"M. Tijani, Muhamed Tijani",23,67,71,2025,276059,191,86,,CF,,1800000,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2240,276019,"F. Delap, Finn Anthony Delap",19,55,67,2025,276060,182,75,,CB,,275000,5000,,,26.0,22.0,55.0,39.0,24.0,,29.0,27.0,24.0,34.0,36.0,,63.0,64.0,55.0,52.0,60.0,,31.0,69.0,64.0,72.0,20.0,,52.0,54.0,21.0,35.0,32.0,44.0,,55.0,56.0,54.0,,15.0,7.0,12.0,6.0,11.0,,,,,,,,,1
2241,276027,"M. Mróz, Marek Mróz",25,63,66,2026,276068,179,78,,RM,,625000,5000,,,60.0,63.0,39.0,68.0,54.0,,62.0,61.0,58.0,61.0,65.0,,75.0,74.0,71.0,53.0,66.0,,66.0,59.0,72.0,64.0,65.0,,53.0,44.0,58.0,55.0,54.0,58.0,,38.0,44.0,34.0,,5.0,11.0,10.0,12.0,6.0,,,,,,,,,1
2242,276029,"T. Devlin, Terry Devlin",20,65,77,2026,276070,176,70,,CDM,,1700000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2243,276063,"G. Requena, Gonzalo Requena",21,59,66,2024,276104,188,80,,CB,,425000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2244,276078,"N. Remberg, Nicolai Remberg",24,69,76,2026,276119,187,88,,CM,,2800000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2245,276079,"N. Lawrence, Nico Lawrence",21,61,72,2025,276120,183,87,,CB,,700000,21000,,,30.0,28.0,60.0,60.0,28.0,,52.0,33.0,27.0,56.0,54.0,,62.0,64.0,56.0,57.0,51.0,,43.0,72.0,58.0,73.0,24.0,,62.0,58.0,35.0,54.0,40.0,60.0,,60.0,60.0,57.0,,13.0,9.0,13.0,11.0,6.0,,,,,,,,,1
2246,276082,"D. Kovacevic, Damjan Kovacevic",19,58,70,2026,276123,180,68,,RB,,475000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2247,276101,"M. Zhelev, Milen Zhelev",30,62,62,2025,276142,180,78,,RB,,425000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2248,276124,"N. Niehoff, Niklas Niehoff",19,62,74,2025,276165,187,78,,RM,,950000,12000,,,63.0,64.0,55.0,60.0,48.0,,66.0,49.0,33.0,42.0,64.0,,74.0,76.0,68.0,58.0,67.0,,58.0,70.0,56.0,65.0,45.0,,33.0,26.0,62.0,58.0,41.0,55.0,,28.0,37.0,33.0,,10.0,13.0,8.0,7.0,12.0,,,,,,,,,1
2249,276125,"A. Tessiore, Andrea Tessiore",24,63,68,2026,276166,177,69,,CM,,875000,2000,,,63.0,60.0,55.0,68.0,67.0,,60.0,67.0,51.0,65.0,63.0,,78.0,75.0,70.0,61.0,74.0,,73.0,69.0,67.0,59.0,66.0,,53.0,57.0,59.0,65.0,58.0,53.0,,58.0,58.0,58.0,,5.0,9.0,10.0,8.0,13.0,,,,,,,,,1
2250,276126,"M. Ivezić, Marko IvezićМарко Ивезић",22,68,74,2027,276167,191,81,,CB,,1800000,14000,,,49.0,33.0,66.0,70.0,34.0,,53.0,38.0,39.0,65.0,62.0,,62.0,80.0,53.0,57.0,59.0,,45.0,75.0,69.0,76.0,47.0,,73.0,67.0,35.0,45.0,40.0,48.0,,64.0,70.0,68.0,,9.0,14.0,9.0,12.0,5.0,,,,,,,,,1
2251,276128,"I. Boatwright, Israel Ramón Boatwright de la Cruz",19,57,74,2026,276169,180,68,,RB,,400000,3000,,,46.0,20.0,39.0,28.0,21.0,,67.0,25.0,31.0,29.0,55.0,,71.0,70.0,65.0,55.0,69.0,,20.0,45.0,56.0,46.0,20.0,,55.0,55.0,41.0,36.0,39.0,45.0,,50.0,63.0,60.0,,11.0,14.0,11.0,7.0,13.0,,,,,,,,,1
2252,276129,"A. Diaby, Abdoulaye Diaby",23,67,74,2025,276170,198,100,,CB,,1900000,7000,,,29.0,22.0,70.0,56.0,18.0,,32.0,31.0,19.0,43.0,44.0,,54.0,72.0,56.0,64.0,45.0,,42.0,72.0,75.0,93.0,21.0,,75.0,55.0,40.0,35.0,38.0,54.0,,65.0,66.0,64.0,,14.0,14.0,13.0,5.0,13.0,,,,,,,,,1
2253,276130,"S. Vladi, Shkëlqim Vladi",23,67,74,2027,276171,186,82,,CF,,2100000,10000,,,49.0,68.0,63.0,60.0,46.0,,67.0,57.0,59.0,48.0,66.0,,67.0,71.0,70.0,66.0,73.0,,73.0,71.0,71.0,70.0,70.0,,55.0,21.0,65.0,59.0,68.0,67.0,,19.0,19.0,17.0,,5.0,9.0,7.0,9.0,10.0,,,,,,,,,1
2254,276131,"L. Lüthi, Loïc Lüthi",20,61,69,2027,276172,187,85,,CB,,675000,4000,,,28.0,27.0,59.0,56.0,16.0,,36.0,32.0,28.0,49.0,48.0,,56.0,58.0,59.0,56.0,53.0,,44.0,64.0,66.0,68.0,26.0,,65.0,60.0,27.0,29.0,36.0,42.0,,62.0,61.0,58.0,,8.0,8.0,10.0,6.0,12.0,,,,,,,,,1
2255,276132,"F. van Breemen, Finn van Breemen",21,69,80,2027,276173,193,83,,CB,,2900000,8000,,,27.0,32.0,70.0,72.0,24.0,,47.0,36.0,22.0,71.0,68.0,,63.0,64.0,70.0,60.0,70.0,,40.0,72.0,74.0,70.0,22.0,,74.0,64.0,30.0,33.0,35.0,54.0,,69.0,71.0,72.0,,6.0,15.0,14.0,6.0,12.0,,,,,,,,,0
2256,276133,"O. Arı, Onur Arı",23,63,69,2027,276174,195,85,,CF,,775000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2257,276137,"E. Havel, Elias Havel",21,63,73,2025,276178,184,70,,CF,,1100000,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2258,276149,"M. Seybold, Marvin Seybold",22,57,62,2025,276190,190,85,,GK,,200000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2259,276174,"D. Rosales, Diego Rosales",18,60,73,2024,276215,180,78,,RB,,550000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2260,1723,"E. Banzuzi, Ezechiel Banzuzi",19,70,84,2026,276216,191,74,68.0,CM,14.0,3800000,8000,€4.2M,285.0,48.0,60.0,69.0,75.0,40.0,288.0,71.0,47.0,42.0,71.0,73.0,309.0,68.0,69.0,55.0,69.0,52.0,347.0,71.0,75.0,72.0,72.0,59.0,292.0,65.0,64.0,66.0,67.0,46.0,58.0,168.0,53.0,66.0,57.0,51.0,14.0,5.0,14.0,6.0,12.0,1740.0,382.0,1.0,68.0,59.0,62.0,63.0,59.0,1
2261,276197,"J. Cronquist, Jo-Anne Agbor-Tataw Cronquist",19,66,76,2026,276238,172,63,,CB,,20000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2262,276199,"R. McLean, Ryan McLean",25,58,60,2025,276240,170,70,,LM,,250000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2263,276203,"E. Sutcliffe, Ethan Sutcliffe",20,52,64,2026,276244,187,82,,CB,,180000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2264,276204,"L. Aghedo, London Aghedo",24,53,58,2024,276245,188,80,,CB,,130000,4000,,,25.0,24.0,55.0,28.0,23.0,,27.0,24.0,27.0,27.0,35.0,,58.0,60.0,48.0,46.0,60.0,,32.0,63.0,63.0,68.0,16.0,,63.0,45.0,21.0,34.0,37.0,39.0,,50.0,58.0,55.0,,12.0,11.0,13.0,8.0,7.0,,,,,,,,,1
2265,276215,"M. Diakhon, Mamadou Diakhon",18,64,78,2026,276256,180,75,,CAM,,1400000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2266,276216,"F. Fall, Fallou Fall",20,62,79,2025,276257,192,80,,CB,,975000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2267,276217,"T. Koudou, Thérence Ange Koudou",19,64,77,2026,276258,178,68,,RB,,1300000,3000,,,66.0,56.0,56.0,63.0,41.0,,60.0,51.0,47.0,56.0,63.0,,67.0,63.0,59.0,63.0,69.0,,49.0,63.0,62.0,58.0,44.0,,64.0,59.0,48.0,55.0,49.0,60.0,,56.0,63.0,61.0,,8.0,9.0,6.0,8.0,6.0,,,,,,,,,1
2268,276229,"B. Bauer, Benedikt Bauer",20,62,74,2029,276270,179,74,,LB,,925000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2269,276230,"T. Eisenhuth, Tobias Eisenhuth",22,61,69,2029,276271,183,83,,CB,,700000,5000,,,58.0,38.0,56.0,65.0,35.0,,56.0,40.0,56.0,62.0,55.0,,57.0,57.0,60.0,53.0,66.0,,58.0,68.0,63.0,75.0,50.0,,61.0,52.0,36.0,60.0,43.0,50.0,,62.0,65.0,60.0,,14.0,11.0,14.0,11.0,5.0,,,,,,,,,1
2270,276235,"M. Adăscăliței, Mihai Andrei Adăscăliței",29,59,59,2026,276276,180,80,,RB,,200000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2271,276243,"F. Thøgersen, Frederikke Thøgersen",28,72,72,2026,276284,163,58,,RB,,20000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2272,2213,"T. Barry, Thierno Barry",21,73,82,2029,276295,195,82,70.0,CF,10.0,7000000,23000,€4.5M,306.0,,,,,,260.0,,,,,,355.0,,,,,,346.0,,,,,,234.0,,,,,,,55.0,,,,53.0,,,,,,1609.0,345.0,1.0,77.0,69.0,47.0,67.0,22.0,1
2273,276258,"M. Agyemang, Michelle Agyemang",18,60,70,2025,276299,169,65,,CF,,10000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2274,276264,"R. Van Helden, Rein Van Helden",21,69,78,2027,276305,187,80,,CDM,,2900000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2275,276268,"A. Larose, Antoine Larose",31,69,69,2026,276309,182,76,,RM,,850000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2276,276269,"A. Loune, Ali Loune",22,64,71,2025,276310,180,80,,CDM,,1100000,7000,,,47.0,38.0,55.0,66.0,44.0,,60.0,40.0,49.0,63.0,64.0,,58.0,59.0,63.0,59.0,65.0,,67.0,68.0,54.0,74.0,55.0,,61.0,61.0,48.0,62.0,38.0,60.0,,63.0,65.0,63.0,,12.0,11.0,6.0,7.0,13.0,,,,,,,,,1
2277,276270,"S. Castañeda, Santiago Castaneda",19,68,78,2029,276311,188,74,,CM,,2600000,10000,,,45.0,46.0,62.0,72.0,43.0,,68.0,45.0,40.0,67.0,68.0,,75.0,69.0,68.0,69.0,60.0,,53.0,72.0,76.0,61.0,49.0,,62.0,68.0,58.0,70.0,41.0,63.0,,73.0,68.0,58.0,,12.0,9.0,13.0,12.0,11.0,,,,,,,,,1
2278,276271,"J. Mause, Jannik Mause",25,67,69,2025,276312,188,82,,CF,,1300000,10000,,,44.0,70.0,66.0,58.0,49.0,,59.0,42.0,39.0,55.0,62.0,,81.0,81.0,61.0,64.0,51.0,,65.0,83.0,72.0,74.0,62.0,,66.0,40.0,70.0,55.0,69.0,66.0,,45.0,44.0,39.0,,15.0,6.0,9.0,8.0,10.0,,,,,,,,,1
2279,276273,"R. Belghali, Rafik Belghaliرفيق بلغالي",22,65,74,2026,276314,186,73,,RM,,1500000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2280,276274,"A. Piedfort, Arthur Piedfort",19,67,69,2027,276315,180,68,,CDM,,2100000,6000,,,35.0,30.0,63.0,67.0,35.0,,46.0,30.0,25.0,62.0,67.0,,68.0,63.0,55.0,70.0,69.0,,40.0,70.0,73.0,65.0,25.0,,70.0,67.0,40.0,34.0,44.0,48.0,,64.0,68.0,65.0,,10.0,13.0,14.0,12.0,6.0,,,,,,,,,1
